device,useragent
android,"Mozilla/5.0 (Linux; U; Android 7.0; Xperia V Build/NDE63X) AppleWebKit/535.23 (KHTML, like Gecko)  Chrome/53.0.1651.100 Mobile Safari/601.4"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_3; like Mac OS X) AppleWebKit/534.13 (KHTML, like Gecko)  Chrome/49.0.2108.213 Mobile Safari/535.5"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.5; x64; en-US) AppleWebKit/535.42 (KHTML, like Gecko) Chrome/52.0.3041.138 Safari/534"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_8_2; like Mac OS X) AppleWebKit/601.28 (KHTML, like Gecko)  Chrome/52.0.3822.145 Mobile Safari/602.2"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; x64; en-US) AppleWebKit/536.47 (KHTML, like Gecko) Chrome/52.0.2595.215 Safari/601.7 Edge/11.26044"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; x64; en-US) AppleWebKit/535.39 (KHTML, like Gecko) Chrome/48.0.1440.219 Safari/536.9 Edge/15.93362"
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.5; x64) Gecko/20100101 Firefox/50.7
windows,Mozilla/5.0 (Windows; Windows NT 10.4; x64) Gecko/20100101 Firefox/67.7
windows,"Mozilla/5.0 (Windows NT 6.1; x64) AppleWebKit/533.11 (KHTML, like Gecko) Chrome/54.0.1299.112 Safari/601"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.2;; en-US Trident/5.0)
android,"Mozilla/5.0 (Android; Android 5.0.2; HTC 80:number1-2t Build/JSS15J) AppleWebKit/536.38 (KHTML, like Gecko)  Chrome/48.0.1436.185 Mobile Safari/602.4"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.1; Trident/6.0)
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; x64) AppleWebKit/601.14 (KHTML, like Gecko) Chrome/51.0.2470.136 Safari/600.1 Edge/11.87016"
firefox,Mozilla/5.0 (Linux; Linux i676 ) Gecko/20100101 Firefox/54.9
edge,"Mozilla/5.0 (Windows NT 10.4; WOW64; en-US) AppleWebKit/603.2 (KHTML, like Gecko) Chrome/53.0.1244.380 Safari/535.6 Edge/16.63475"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_9_8; like Mac OS X) AppleWebKit/601.28 (KHTML, like Gecko)  Chrome/53.0.3318.191 Mobile Safari/602.4"
windows,Mozilla/5.0 (Windows NT 6.1; Win64; x64; en-US) Gecko/20100101 Firefox/73.1
edge,"Mozilla/5.0 (Windows NT 10.4; Win64; x64; en-US) AppleWebKit/601.27 (KHTML, like Gecko) Chrome/49.0.3733.227 Safari/533.0 Edge/8.17084"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_6_0) Gecko/20100101 Firefox/46.5
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/51.0.1273.393 Safari/535"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_3_4) Gecko/20100101 Firefox/67.5
linux,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/536.40 (KHTML, like Gecko) Chrome/49.0.1665.223 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_9_9; en-US) AppleWebKit/602.2 (KHTML, like Gecko) Chrome/54.0.1468.116 Safari/535"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; x64; en-US) AppleWebKit/537.2 (KHTML, like Gecko) Chrome/47.0.3815.356 Safari/534.3 Edge/11.50931"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; WOW64 Trident/4.0)
edge,"Mozilla/5.0 (Windows NT 10.4;; en-US) AppleWebKit/601.37 (KHTML, like Gecko) Chrome/49.0.1124.258 Safari/536.0 Edge/15.59203"
windows,"Mozilla/5.0 (Windows; Windows NT 6.3; x64) AppleWebKit/533.34 (KHTML, like Gecko) Chrome/53.0.1131.166 Safari/600.7 Edge/10.21147"
linux,Mozilla/5.0 (U; Linux x86_64) Gecko/20130401 Firefox/60.5
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4; like Mac OS X) AppleWebKit/533.15 (KHTML, like Gecko)  Chrome/48.0.3379.393 Mobile Safari/536.1"
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64) AppleWebKit/602.39 (KHTML, like Gecko) Chrome/50.0.2291.341 Safari/533.9 Edge/13.84352"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_3; like Mac OS X) AppleWebKit/533.43 (KHTML, like Gecko)  Chrome/50.0.2208.380 Mobile Safari/536.1"
firefox,Mozilla/5.0 (Windows NT 6.1; Win64; x64) Gecko/20130401 Firefox/69.7
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_6; like Mac OS X) AppleWebKit/535.24 (KHTML, like Gecko)  Chrome/55.0.3201.110 Mobile Safari/536.9"
linux,Mozilla/5.0 (Linux i682 ) Gecko/20100101 Firefox/49.0
android,"Mozilla/5.0 (Android; Android 4.3.1; Nokia 3115 Build/IMM76D) AppleWebKit/533.22 (KHTML, like Gecko)  Chrome/49.0.2989.161 Mobile Safari/603.2"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.1; x64; en-US) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/47.0.3012.308 Safari/601"
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/46.7
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.2;; en-US Trident/4.0)
android,"Mozilla/5.0 (Linux; U; Android 4.3.1; HP Compaq 2310b Build/JSS15J) AppleWebKit/535.22 (KHTML, like Gecko)  Chrome/49.0.3233.307 Mobile Safari/536.4"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_7) Gecko/20130401 Firefox/70.7
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_1; like Mac OS X) AppleWebKit/602.35 (KHTML, like Gecko)  Chrome/48.0.1163.291 Mobile Safari/536.4"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0)
android,"Mozilla/5.0 (Android; Android 7.1.1; Xperia Build/NDE63X) AppleWebKit/602.7 (KHTML, like Gecko)  Chrome/55.0.2382.116 Mobile Safari/533.8"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_6) Gecko/20100101 Firefox/55.3
edge,"Mozilla/5.0 (Windows NT 10.1; WOW64) AppleWebKit/603.2 (KHTML, like Gecko) Chrome/54.0.3291.159 Safari/600.8 Edge/10.82640"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_5_1) Gecko/20100101 Firefox/68.2
windows,"Mozilla/5.0 (Windows; Windows NT 10.0; WOW64) AppleWebKit/602.33 (KHTML, like Gecko) Chrome/49.0.2949.107 Safari/533.5 Edge/10.70161"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_2; en-US) AppleWebKit/603.48 (KHTML, like Gecko) Chrome/48.0.1470.221 Safari/536"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_3_7; en-US) AppleWebKit/534.7 (KHTML, like Gecko) Chrome/54.0.1161.201 Safari/603"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_9; en-US) Gecko/20100101 Firefox/49.1
windows,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20130401 Firefox/65.8
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.1; x64 Trident/4.0)
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_5_1) Gecko/20100101 Firefox/60.8
windows,Mozilla/5.0 (Windows; Windows NT 6.1; Win64; x64; en-US) Gecko/20100101 Firefox/58.0
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_4; like Mac OS X) AppleWebKit/535.24 (KHTML, like Gecko)  Chrome/49.0.1228.256 Mobile Safari/601.1"
android,"Mozilla/5.0 (Android; Android 4.3.1; HTC One 801s Build/JLS36C) AppleWebKit/601.22 (KHTML, like Gecko)  Chrome/55.0.3826.170 Mobile Safari/535.6"
linux,Mozilla/5.0 (Linux; Linux i544 ) Gecko/20100101 Firefox/65.1
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) AppleWebKit/603.10 (KHTML, like Gecko) Chrome/52.0.1265.107 Safari/602.2 Edge/17.30249"
chrome,"Mozilla/5.0 (Windows NT 10.3; x64; en-US) AppleWebKit/602.26 (KHTML, like Gecko) Chrome/47.0.2749.362 Safari/537"
linux,Mozilla/5.0 (Linux x86_64) Gecko/20100101 Firefox/71.6
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_2_1; en-US) Gecko/20100101 Firefox/70.5
windows,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.3; Trident/5.0)
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/603.24 (KHTML, like Gecko) Chrome/49.0.2729.241 Safari/534"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 10_1_8 like Mac OS X) AppleWebKit/537.28 (KHTML, like Gecko)  Chrome/52.0.2795.350 Mobile Safari/537.6"
android,"Mozilla/5.0 (Linux; Android 4.4.4; Google Nexus 7 Build/KOT49H) AppleWebKit/603.10 (KHTML, like Gecko)  Chrome/53.0.3606.113 Mobile Safari/536.7"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.2;) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/52.0.2108.158 Safari/536.7 Edge/13.68555"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_5; en-US) Gecko/20100101 Firefox/48.6
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.2;) AppleWebKit/601.41 (KHTML, like Gecko) Chrome/55.0.1398.376 Safari/601.7 Edge/15.15386"
android,"Mozilla/5.0 (Linux; U; Android 4.4.4; LG-H220 Build/KOT49I) AppleWebKit/533.3 (KHTML, like Gecko)  Chrome/52.0.1981.350 Mobile Safari/600.2"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_4_2; en-US) Gecko/20100101 Firefox/72.3
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/535.14 (KHTML, like Gecko) Chrome/53.0.3471.272 Safari/602"
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 10.4; Win64; x64; en-US Trident/4.0)
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_8_0) Gecko/20100101 Firefox/71.1
linux,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/537.35 (KHTML, like Gecko) Chrome/54.0.1447.256 Safari/600"
chrome,"Mozilla/5.0 (U; Linux i674 ) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/55.0.2089.124 Safari/535"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_3_6) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/55.0.1984.175 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_2_2) AppleWebKit/600.29 (KHTML, like Gecko) Chrome/49.0.2590.159 Safari/601"
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; WOW64; en-US) AppleWebKit/602.5 (KHTML, like Gecko) Chrome/52.0.3436.140 Safari/603.9 Edge/16.30573"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64; en-US) AppleWebKit/600.20 (KHTML, like Gecko) Chrome/47.0.1648.289 Safari/600.8 Edge/12.30400"
linux,Mozilla/5.0 (Linux x86_64) Gecko/20130401 Firefox/50.3
linux,Mozilla/5.0 (Linux; Linux i654 x86_64) Gecko/20100101 Firefox/63.8
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1; WOW64; en-US) AppleWebKit/536.43 (KHTML, like Gecko) Chrome/53.0.3394.163 Safari/602.3 Edge/11.60876"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/537.7 (KHTML, like Gecko) Chrome/47.0.2965.206 Safari/601"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_9_0; like Mac OS X) AppleWebKit/537.48 (KHTML, like Gecko)  Chrome/49.0.3062.218 Mobile Safari/602.6"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.1;) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/47.0.3039.342 Safari/533.6 Edge/11.38664"
android,"Mozilla/5.0 (Android; Android 4.4.4; LG-D840 Build/KOT49I) AppleWebKit/535.22 (KHTML, like Gecko)  Chrome/55.0.2897.381 Mobile Safari/602.6"
firefox,Mozilla/5.0 (U; Linux i586 ) Gecko/20130401 Firefox/66.1
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_1; like Mac OS X) AppleWebKit/534.29 (KHTML, like Gecko)  Chrome/47.0.2957.127 Mobile Safari/603.3"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.2; WOW64 Trident/6.0)
android,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 7X Build/MDB08I) AppleWebKit/535.5 (KHTML, like Gecko)  Chrome/50.0.3707.112 Mobile Safari/602.9"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1;; en-US) AppleWebKit/600.47 (KHTML, like Gecko) Chrome/50.0.2998.166 Safari/600.9 Edge/9.53786"
firefox,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/56.7
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5; x64; en-US) AppleWebKit/537.47 (KHTML, like Gecko) Chrome/54.0.1912.350 Safari/536.2 Edge/12.76931"
linux,Mozilla/5.0 (Linux i582 ) Gecko/20130401 Firefox/67.0
edge,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/602.48 (KHTML, like Gecko) Chrome/50.0.1049.146 Safari/537.3 Edge/9.37488"
edge,"Mozilla/5.0 (Windows NT 10.1;; en-US) AppleWebKit/601.29 (KHTML, like Gecko) Chrome/47.0.1025.336 Safari/603.4 Edge/9.70790"
mobile,"Mozilla/5.0 (Android; Android 4.4.4; HTC One0P8B2 Build/KOT49H) AppleWebKit/535.49 (KHTML, like Gecko)  Chrome/47.0.1475.187 Mobile Safari/601.4"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_5_1) AppleWebKit/534.44 (KHTML, like Gecko) Chrome/48.0.3531.232 Safari/600"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_4; like Mac OS X) AppleWebKit/601.21 (KHTML, like Gecko)  Chrome/50.0.2851.308 Mobile Safari/535.1"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 7_6_4 like Mac OS X) AppleWebKit/535.49 (KHTML, like Gecko)  Chrome/49.0.2939.187 Mobile Safari/533.6"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_4_0; like Mac OS X) AppleWebKit/602.2 (KHTML, like Gecko)  Chrome/52.0.1992.275 Mobile Safari/535.5"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.4; WOW64) AppleWebKit/536.21 (KHTML, like Gecko) Chrome/53.0.1181.192 Safari/600"
linux,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/536.16 (KHTML, like Gecko) Chrome/49.0.3457.250 Safari/533"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_6; like Mac OS X) AppleWebKit/535.42 (KHTML, like Gecko)  Chrome/54.0.1537.296 Mobile Safari/536.9"
edge,"Mozilla/5.0 (Windows NT 10.4; x64; en-US) AppleWebKit/603.44 (KHTML, like Gecko) Chrome/48.0.2047.320 Safari/601.0 Edge/8.92813"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_0; like Mac OS X) AppleWebKit/535.49 (KHTML, like Gecko)  Chrome/47.0.1319.343 Mobile Safari/535.0"
android,"Mozilla/5.0 (Linux; Android 4.4; Nexus5 V7.1 Build/KOT49H) AppleWebKit/535.18 (KHTML, like Gecko)  Chrome/49.0.1304.290 Mobile Safari/534.4"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.2; WOW64; en-US Trident/4.0)
linux,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20130401 Firefox/47.8
windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.2;; en-US Trident/4.0)
linux,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/536.10 (KHTML, like Gecko) Chrome/54.0.3043.201 Safari/533"
firefox,Mozilla/5.0 (U; Linux i684 ; en-US) Gecko/20100101 Firefox/48.3
linux,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/533.22 (KHTML, like Gecko) Chrome/52.0.1616.255 Safari/535"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/533.31 (KHTML, like Gecko) Chrome/55.0.3860.174 Safari/603"
edge,"Mozilla/5.0 (Windows; Windows NT 10.5; Win64; x64) AppleWebKit/536.14 (KHTML, like Gecko) Chrome/47.0.2772.381 Safari/600.8 Edge/15.67862"
chrome,"Mozilla/5.0 (Windows NT 6.3; WOW64; en-US) AppleWebKit/600.38 (KHTML, like Gecko) Chrome/51.0.1193.258 Safari/537"
chrome,"Mozilla/5.0 (Windows NT 10.5;) AppleWebKit/603.25 (KHTML, like Gecko) Chrome/52.0.3404.138 Safari/602"
linux,"Mozilla/5.0 (U; Linux i672 x86_64) AppleWebKit/537.35 (KHTML, like Gecko) Chrome/48.0.2147.260 Safari/533"
windows,Mozilla/5.0 (Windows; Windows NT 6.1;; en-US) Gecko/20100101 Firefox/50.0
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_9_0; en-US) Gecko/20130401 Firefox/74.5
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_1; en-US) Gecko/20100101 Firefox/69.1
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_6; like Mac OS X) AppleWebKit/536.39 (KHTML, like Gecko)  Chrome/52.0.3906.254 Mobile Safari/601.4"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_2; like Mac OS X) AppleWebKit/601.45 (KHTML, like Gecko)  Chrome/53.0.3579.128 Mobile Safari/603.6"
windows,Mozilla/5.0 (Windows; Windows NT 10.4; WOW64) Gecko/20100101 Firefox/69.2
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_6_4; like Mac OS X) AppleWebKit/537.9 (KHTML, like Gecko)  Chrome/53.0.3103.297 Mobile Safari/533.5"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.3; Win64; x64; en-US Trident/4.0)
linux,Mozilla/5.0 (Linux; U; Linux i686 ) Gecko/20100101 Firefox/53.7
linux,Mozilla/5.0 (Linux; Linux i561 ) Gecko/20100101 Firefox/52.0
android,"Mozilla/5.0 (Linux; U; Android 7.1; Pixel XL Build/NME91E) AppleWebKit/536.20 (KHTML, like Gecko)  Chrome/52.0.3850.167 Mobile Safari/600.3"
android,"Mozilla/5.0 (Android; Android 6.0; Nexus 6X Build/MMB29V) AppleWebKit/603.22 (KHTML, like Gecko)  Chrome/52.0.2277.263 Mobile Safari/601.2"
android,"Mozilla/5.0 (Android; Android 5.1; Nexus 6 Build/LRX22C) AppleWebKit/534.4 (KHTML, like Gecko)  Chrome/52.0.2327.273 Mobile Safari/537.6"
linux,Mozilla/5.0 (Linux x86_64) Gecko/20130401 Firefox/71.1
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; x64) AppleWebKit/600.25 (KHTML, like Gecko) Chrome/50.0.3324.364 Safari/533.7 Edge/16.90640"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 7_8_9; like Mac OS X) AppleWebKit/601.22 (KHTML, like Gecko)  Chrome/52.0.3461.178 Mobile Safari/536.0"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_7_4; like Mac OS X) AppleWebKit/537.4 (KHTML, like Gecko)  Chrome/47.0.1056.206 Mobile Safari/602.6"
windows,"Mozilla/5.0 (Windows; Windows NT 10.2; WOW64) AppleWebKit/536.14 (KHTML, like Gecko) Chrome/52.0.3808.255 Safari/601"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_0_1; like Mac OS X) AppleWebKit/602.21 (KHTML, like Gecko)  Chrome/49.0.3822.275 Mobile Safari/535.1"
mobile,"Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG-SM-N910A Build/LRX22C) AppleWebKit/601.43 (KHTML, like Gecko)  Chrome/53.0.2783.172 Mobile Safari/603.4"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/53.0.1551.201 Safari/533"
android,"Mozilla/5.0 (Android; Android 7.1.1; Pixel XL Build/NRD90M) AppleWebKit/537.20 (KHTML, like Gecko)  Chrome/54.0.2340.360 Mobile Safari/601.0"
linux,Mozilla/5.0 (Linux; U; Linux i656 x86_64) Gecko/20130401 Firefox/59.6
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_3; like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko)  Chrome/55.0.2618.105 Mobile Safari/602.7"
chrome,"Mozilla/5.0 (Windows NT 6.2;) AppleWebKit/533.10 (KHTML, like Gecko) Chrome/48.0.1061.243 Safari/533"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_1_5; en-US) Gecko/20100101 Firefox/51.8
edge,"Mozilla/5.0 (Windows NT 10.4; Win64; x64; en-US) AppleWebKit/601.48 (KHTML, like Gecko) Chrome/51.0.3746.305 Safari/601.3 Edge/12.96532"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_3_9) Gecko/20130401 Firefox/70.7
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_9_4) Gecko/20100101 Firefox/68.5
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.2; WOW64 Trident/4.0)
edge,"Mozilla/5.0 (Windows NT 10.5; Win64; x64; en-US) AppleWebKit/535.10 (KHTML, like Gecko) Chrome/53.0.2399.320 Safari/535.9 Edge/11.67361"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_0; en-US) AppleWebKit/601.6 (KHTML, like Gecko) Chrome/51.0.2497.121 Safari/601"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3; x64; en-US) AppleWebKit/600.22 (KHTML, like Gecko) Chrome/52.0.2990.149 Safari/602.4 Edge/10.17281"
firefox,Mozilla/5.0 (Linux; U; Linux i556 ) Gecko/20100101 Firefox/47.6
firefox,Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) Gecko/20130401 Firefox/72.6
linux,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/602.15 (KHTML, like Gecko) Chrome/54.0.2184.361 Safari/600"
android,"Mozilla/5.0 (Linux; U; Android 5.0.2; SM-G450 Build/LRX22C) AppleWebKit/534.39 (KHTML, like Gecko)  Chrome/54.0.2903.335 Mobile Safari/537.5"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.0; WOW64; en-US) AppleWebKit/603.16 (KHTML, like Gecko) Chrome/51.0.2457.162 Safari/533"
linux,Mozilla/5.0 (Linux; U; Linux i583 ) Gecko/20100101 Firefox/64.3
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_9; like Mac OS X) AppleWebKit/600.42 (KHTML, like Gecko)  Chrome/54.0.2712.206 Mobile Safari/535.8"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1;; en-US Trident/4.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_7_3) AppleWebKit/536.46 (KHTML, like Gecko) Chrome/48.0.2076.195 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_7) AppleWebKit/535.15 (KHTML, like Gecko) Chrome/55.0.1126.140 Safari/537"
mobile,"Mozilla/5.0 (Linux; U; Android 5.1.1; Nexus 9 Build/LMY48B) AppleWebKit/536.15 (KHTML, like Gecko)  Chrome/52.0.2026.336 Mobile Safari/603.7"
windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.1; WOW64 Trident/4.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_4_9; like Mac OS X) AppleWebKit/602.49 (KHTML, like Gecko)  Chrome/51.0.2518.276 Mobile Safari/603.5"
windows,Mozilla/5.0 (Windows NT 6.3;) Gecko/20100101 Firefox/68.5
android,"Mozilla/5.0 (Linux; U; Android 5.1; SAMSUNG SM-G9258 Build/LMY47X) AppleWebKit/536.2 (KHTML, like Gecko)  Chrome/47.0.1923.253 Mobile Safari/603.7"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.1; WOW64; en-US Trident/7.0)
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3_3; like Mac OS X) AppleWebKit/602.28 (KHTML, like Gecko)  Chrome/51.0.2622.315 Mobile Safari/537.1"
mobile,"Mozilla/5.0 (Linux; Android 4.4.1; Nokia 3410 Build/IMM76D) AppleWebKit/600.42 (KHTML, like Gecko)  Chrome/53.0.1109.192 Mobile Safari/537.9"
windows,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.0; WOW64 Trident/7.0)
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4;) AppleWebKit/600.14 (KHTML, like Gecko) Chrome/48.0.3233.203 Safari/534.6 Edge/17.97458"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_4 like Mac OS X) AppleWebKit/602.1 (KHTML, like Gecko)  Chrome/55.0.1345.192 Mobile Safari/603.6"
firefox,Mozilla/5.0 (Windows NT 6.0; WOW64; en-US) Gecko/20130401 Firefox/45.3
mobile,"Mozilla/5.0 (Linux; Android 7.1.1; LG-H900 Build/NRD90M) AppleWebKit/537.3 (KHTML, like Gecko)  Chrome/53.0.2179.220 Mobile Safari/536.5"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_1; en-US) Gecko/20100101 Firefox/64.2
android,"Mozilla/5.0 (Linux; Android 6.0.1; HTC One801e dual sim Build/MRA58K) AppleWebKit/600.7 (KHTML, like Gecko)  Chrome/49.0.3332.170 Mobile Safari/537.9"
edge,"Mozilla/5.0 (Windows NT 10.5;; en-US) AppleWebKit/603.6 (KHTML, like Gecko) Chrome/48.0.2675.110 Safari/602.2 Edge/18.31051"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_5_8; en-US) Gecko/20100101 Firefox/53.2
edge,"Mozilla/5.0 (Windows NT 10.5; x64; en-US) AppleWebKit/602.43 (KHTML, like Gecko) Chrome/50.0.1416.119 Safari/603.2 Edge/14.48497"
android,"Mozilla/5.0 (Linux; Android 5.1; SM-G93508 Build/MMB29M) AppleWebKit/534.1 (KHTML, like Gecko)  Chrome/52.0.3839.276 Mobile Safari/537.5"
edge,"Mozilla/5.0 (Windows NT 10.5; Win64; x64; en-US) AppleWebKit/600.4 (KHTML, like Gecko) Chrome/49.0.2824.297 Safari/601.7 Edge/8.36517"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_1_2; en-US) Gecko/20130401 Firefox/55.1
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_0_9) Gecko/20100101 Firefox/52.2
linux,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/600.41 (KHTML, like Gecko) Chrome/47.0.2486.279 Safari/537"
